pair_id,label,weight,band_lo,band_hi,cross_outlet,emb_hl_body600,emb_hl_body200,emb_hl_only,tfidf_char35_hl_body1200,tfidf_char35_hl_only,tfidf_syl12_hl_body1200,jaccard_syl8_body3000,jaccard_syl5_body3000
be27e30d_8dc8636a,1,31.933333333333334,0.94,0.96,1,0.9589940309524536,0.9324241876602173,0.9999999403953552,0.872946882127045,1.0,0.8737246974990422,0.512022630834512,0.5338129496402878
4f114ff5_7a8e78a3,1,31.933333333333334,0.94,0.96,1,0.9437038898468018,0.8373095989227295,1.0,0.9846610404236279,1.0000000000000004,0.9760008709625765,0.8539823008849557,0.9009433962264151
9a6114ca_3ff0001d,1,330.5,0.85,0.88,1,0.879997730255127,0.8219261169433594,0.8665246963500977,0.5198894617063528,0.5605176982102684,0.2742510216607623,0.0,0.00411522633744856
9ff4f243_2a56d27b,1,52.56666666666667,0.92,0.94,1,0.9309734106063843,0.9552930593490601,0.9051470160484314,0.7433365009100225,0.49408689434188435,0.5848107158133673,0.029143897996357013,0.08661417322834646
3148905f_df04b5b2,1,52.56666666666667,0.92,0.94,1,0.9363162517547607,0.8393106460571289,0.8435877561569214,0.673403770759771,0.638872394787826,0.6244413714455346,0.1881720430107527,0.23646723646723647
34dc1ef3_4f8c26a3,1,131.32,0.88,0.9,1,0.8877996206283569,0.9016043543815613,0.8166184425354004,0.7352173079728382,0.6434840558079578,0.6935682951142078,0.07608695652173914,0.15950920245398773
cb365d59_601e31a1,0,330.5,0.85,0.88,0,0.8737969994544983,0.8184542059898376,0.39830416440963745,0.45016718291817714,0.1079191686870004,0.30757993890240515,0.017811704834605598,0.023622047244094488
5fbba5bb_21238588,1,20.76,0.96,0.98,1,0.9758250713348389,0.9450825452804565,0.6517676115036011,0.815446394037319,0.09815417526290897,0.8011216164264048,0.21212121212121213,0.25499231950844853
530f37d8_69d40812,1,31.933333333333334,0.94,0.96,1,0.9507657289505005,0.9800936579704285,0.988536536693573,0.8421870487414467,0.9230946021493092,0.866447267500737,0.3462414578587699,0.4246913580246914
e230ebcd_670a1e9f,1,52.56666666666667,0.92,0.94,0,0.9333386421203613,0.9199263453483582,0.9242879748344421,0.5171965364332594,0.8415000841762398,0.5503178425328956,0.038174273858921165,0.05721830985915493
ed4343cb_770552f2,1,52.56666666666667,0.92,0.94,1,0.9205114841461182,0.9237728118896484,0.933464765548706,0.485269143257387,0.8428810553808002,0.4970797731928133,0.12533097969991175,0.14866112650046168
601e31a1_dd1416c0,0,52.56666666666667,0.92,0.94,1,0.927141010761261,0.8489869832992554,0.3171543478965759,0.47707697640834146,0.024544466979218523,0.37810183966307404,0.031725888324873094,0.048748353096179184
c7168a95_b613dd54,1,5641.375,0.7,0.75,1,0.7489907741546631,0.8101847767829895,0.9114408493041992,0.38265244883172733,0.5985060699405765,0.2275857426192407,0.0,0.001584786053882726
f171f0b1_a1da2958,0,5641.375,0.7,0.75,1,0.7119280099868774,0.6393391489982605,0.5063366889953613,0.38295518660670685,0.10723656156895094,0.2757206430237127,0.022492970946579195,0.05058365758754864
b102f43e_09b3f161,0,92.8,0.9,0.92,0,0.9050187468528748,0.8797744512557983,0.8165470361709595,0.5340128378849085,0.773589138915705,0.3362849255864677,0.004267425320056899,0.02040816326530612
2b498915_3825934d,1,330.5,0.85,0.88,1,0.8654704093933105,0.747740626335144,0.586283802986145,0.7052618212085611,0.41477772676000685,0.6974820712761814,0.12059369202226346,0.19226957383548068
de44e2a6_4e04d847,0,1411.0833333333333,0.8,0.85,1,0.8096044659614563,0.7715499401092529,0.6442444324493408,0.39821501833456946,0.40635801354781226,0.14615200952987484,0.0,0.003738317757009346
8401522b_db50e9c1,1,52.56666666666667,0.92,0.94,1,0.9309430122375488,0.8260036706924438,0.6651852130889893,0.575729957536241,0.3251323670232265,0.6263627836545385,0.1378413524057217,0.1595744680851064
b6514fbd_f351f38a,0,131.32,0.88,0.9,1,0.884014368057251,0.8466100692749023,0.9375045299530029,0.4022489437287337,0.47346383515760343,0.3271744445340596,0.011111111111111112,0.027653880463871544
3439b77f_3da54cc2,0,330.5,0.85,0.88,1,0.8780465722084045,0.8043180108070374,0.5580774545669556,0.47836053641977355,0.27018999984658276,0.20560965214967766,0.0,0.0064516129032258064
