pair_id,label,weight,band_lo,band_hi,cross_outlet,emb_hl_body600,emb_hl_body200,emb_hl_only,tfidf_char35_hl_body1200,tfidf_char35_hl_only,tfidf_syl12_hl_body1200,jaccard_syl8_body3000,jaccard_syl5_body3000
b65b60a0_6aed9363,1,92.8,0.9,0.92,1,0.9120583534240723,1.0,1.0,0.8297142638450352,1.0,0.8668619017347888,0.8851674641148325,0.8916256157635468
c5057927_92c47fad,1,131.32,0.88,0.9,0,0.8808357119560242,0.7844268083572388,0.7472600936889648,0.5590789354831283,0.6042597418502569,0.3644310033681743,0.0015015015015015015,0.018461538461538463
a6eb8ae8_9b77ad75,1,31.933333333333334,0.94,0.96,1,0.9484804272651672,0.9176625609397888,0.9999999403953552,0.530235453587084,1.0000000000000002,0.5714777344961179,0.6208133971291866,0.6310096153846154
c6037e0e_c8f20798,1,21.96,0.98,1.01,1,1.0,1.0,1.0,0.9999438660548152,0.9539596989429128,0.9963318586686011,0.9821162444113264,0.9850746268656716
70e70386_c86074c8,1,52.56666666666667,0.92,0.94,1,0.9226404428482056,0.8667569160461426,0.7753216624259949,0.732612560881809,0.3676639602276405,0.670093240900016,0.12367491166077739,0.15495495495495495
bacf2085_c6dc0a48,1,92.8,0.9,0.92,1,0.9017049074172974,0.8397384881973267,0.7325832843780518,0.6376842519694095,0.42718636413841715,0.4367791935989494,0.046511627906976744,0.08446866485013624
e8bc7a4f_e45ec30a,1,1411.0833333333333,0.8,0.85,1,0.8392257690429688,0.6271149516105652,0.22602668404579163,0.6752907466601287,0.10420811365729021,0.58086203812581,0.07567567567567568,0.12903225806451613
06ebe2e0_e4470c4e,0,20.76,0.96,0.98,0,0.9670413732528687,0.8339576721191406,0.4598659574985504,0.8889480632947118,0.29792400129256524,0.8096944774751919,0.3502824858757062,0.41496598639455784
1bf93b31_adc4b971,1,131.32,0.88,0.9,1,0.8918732404708862,0.876079797744751,0.3829419016838074,0.503683984566867,0.49414016973432606,0.47872514220846357,0.02122641509433962,0.0507185122569738
5cd0a00c_f8985ac1,1,131.32,0.88,0.9,1,0.884054958820343,0.9140836596488953,0.9252156019210815,0.31945887259237177,0.5087914424775669,0.2522802365703091,0.012997562956945572,0.033628318584070796
9c969e66_9fdc6ec8,1,52.56666666666667,0.92,0.94,1,0.9336807727813721,0.8653467893600464,0.9790782928466797,0.9220160516827879,0.9131033652097424,0.888797255015196,0.8048433048433048,0.85
b83d2791_142da30a,0,1411.0833333333333,0.8,0.85,1,0.8141967058181763,0.7699117660522461,0.6756730079650879,0.4020316225619246,0.2204472630773447,0.19890687785829644,0.0007621951219512195,0.0070202808112324495
1940648a_ecbf02d2,1,31.933333333333334,0.94,0.96,1,0.9526144862174988,0.9607238173484802,0.8617261648178101,0.7224128404349864,0.39716879766340196,0.6684383873075678,0.056296296296296296,0.06907378335949764
f29d92f7_444272c8,0,92.8,0.9,0.92,1,0.9058796167373657,0.766931414604187,0.20145314931869507,0.4674956009199568,0.11228251852006868,0.3568542964141502,0.02185792349726776,0.04401805869074492
d9366fc2_44049c57,0,92.8,0.9,0.92,0,0.9015440940856934,0.8101592063903809,0.8471980690956116,0.9309710276596901,0.9813182570050099,0.9649894789185873,0.7932203389830509,0.8626760563380281
b3eebd41_dc629d60,1,131.32,0.88,0.9,0,0.897655189037323,0.8188706636428833,0.7093534469604492,0.46084484101120926,0.319165623359459,0.2370015023285915,0.0,0.0010152284263959391
72b655dc_f28f4db6,1,20.76,0.96,0.98,1,0.9630231857299805,0.9665431976318359,0.9570140242576599,0.9032253214732711,0.88346617811005,0.8840186338647811,0.7707774798927614,0.797486033519553
9ddc1052_79f62673,1,131.32,0.88,0.9,1,0.8878670334815979,0.840813398361206,0.7746729850769043,0.4058063583536058,0.39927977977371076,0.2382374270976706,0.0,0.002785515320334262
a2f5394d_00f8ba20,1,31.933333333333334,0.94,0.96,1,0.9587031602859497,0.9261572957038879,0.8460044860839844,0.722760438542523,0.6527600667787321,0.6526979579012739,0.05592105263157895,0.0852994555353902
943e3ac3_0da32244,1,131.32,0.88,0.9,1,0.8973212838172913,0.8466540575027466,0.7988498210906982,0.5866848526143065,0.5933656023979498,0.4797408522941532,0.02580140734949179,0.06978653530377668
25c642f0_e0384ad8,1,21.96,0.98,1.01,1,0.9999998807907104,0.9999998807907104,0.9999998807907104,0.9999999999999999,1.0,0.9999999999999994,0.9430284857571214,0.9607250755287009
86a7a029_f6dbeb18,1,21.96,0.98,1.01,1,0.9999192953109741,0.9992965459823608,1.0000001192092896,0.9922279695976308,1.0000000000000004,0.9997887789634727,0.974320241691843,0.983206106870229
4ca4bb29_07513248,1,20.76,0.96,0.98,1,0.9608101844787598,0.9524916410446167,0.6195342540740967,0.834457171487012,0.7257659767008958,0.8668403682276129,0.3869209809264305,0.50920245398773
2f84bd3b_c15d0b43,1,330.5,0.85,0.88,1,0.8563951253890991,0.8241605758666992,0.5437623262405396,0.4818710702318734,0.4449943923329157,0.39603072879381984,0.0,0.012048192771084338
17b11a76_185d2479,1,330.5,0.85,0.88,1,0.8795353174209595,0.833595871925354,0.9197424054145813,0.6218560809277441,0.8495554212504242,0.5358687429790963,0.03365384615384615,0.06530958439355386
f1015ca5_a7d4f45c,0,5641.375,0.7,0.75,1,0.7193122506141663,0.7120240926742554,0.08506655693054199,0.28664881493300776,0.02226523165656344,0.11800188437532837,0.0,0.0007867820613690008
324b69d1_10a3421b,1,330.5,0.85,0.88,1,0.8754414319992065,0.833936333656311,0.7905591130256653,0.4051135734905863,0.1735543699454125,0.21891125435017267,0.0036231884057971015,0.0110803324099723
52cf3e3a_6e0cc4b8,0,20.76,0.96,0.98,0,0.971621036529541,0.963856041431427,0.4881559908390045,0.9923328710143425,0.5059906379184508,0.9783917453904369,0.900990099009901,0.9215686274509803
342a89e7_00f8ba20,1,20.76,0.96,0.98,1,0.9623655080795288,0.8864442110061646,1.0,0.9648690844800663,1.0000000000000002,0.9347445423121132,0.9142857142857143,0.9431438127090301
549fec73_105aba10,1,21.96,0.98,1.01,0,0.9810127019882202,0.9350347518920898,0.8273721933364868,0.9932481368473627,0.9264998036748068,0.9947183222994852,0.925,0.9515011547344111
15feff2f_faf23d0c,1,52.56666666666667,0.92,0.94,1,0.933760404586792,0.8512318730354309,0.7852998971939087,0.6498694394197455,0.6340550028638301,0.47727586662576227,0.04288025889967637,0.06802721088435375
f09eec0c_b208960a,1,52.56666666666667,0.92,0.94,1,0.9319523572921753,0.8853111267089844,0.8851370215415955,0.8730298257993464,0.7205977356178278,0.8267774031769456,0.5,0.5821596244131455
c9366cd8_4497dea0,1,31.933333333333334,0.94,0.96,0,0.9506044387817383,0.8889086246490479,0.9411237239837646,0.6660298377430651,0.721856704543189,0.44827103049784556,0.009569377990430622,0.026143790849673203
3b155e6c_1fdf40c3,0,21.96,0.98,1.01,0,0.9912059307098389,0.9838602542877197,0.7690267562866211,0.9727565842360372,0.5009647441133563,0.9591864409878759,0.8380952380952381,0.8584905660377359
b0ec0281_0ff6c4ef,1,52.56666666666667,0.92,0.94,1,0.930997371673584,0.8919180631637573,0.757843554019928,0.5463964477850511,0.31416286290776685,0.41609745199989556,0.7634408602150538,0.8146611341632088
a9210d99_6981ff3c,0,3423.375,0.75,0.8,0,0.7631700038909912,0.6631393432617188,0.48441916704177856,0.3437129333390698,0.19553529842168185,0.13405841192929546,0.0,0.0008382229673093043
2b5f4840_93a72e0d,1,21.96,0.98,1.01,1,1.0,1.0,1.0000001192092896,1.0,0.9999999999999998,0.9999999999999997,1.0,1.0
db3b35fd_450c9d27,1,31.933333333333334,0.94,0.96,1,0.959383487701416,0.9377644062042236,0.912578284740448,0.8344842712144289,0.6169200712348625,0.8601599473967431,0.6016528925619835,0.68
65250bde_339e8fd5,1,21.96,0.98,1.01,1,0.9819686412811279,0.983053982257843,0.9999998807907104,0.9739979143590806,1.0,0.9403548746644895,0.9062980030721967,0.9270998415213946
2fffab2e_1ca79bde,0,5641.375,0.7,0.75,1,0.7449676394462585,0.7631517052650452,0.7647683620452881,0.18745493567528088,0.10321840760836973,0.11917426840122712,0.0009823182711198428,0.007936507936507936
fcee0c92_c3780b4c,1,31.933333333333334,0.94,0.96,0,0.9448885321617126,0.9121525287628174,0.6887331604957581,0.7013908692926965,0.827879204251265,0.48827332198118656,0.057534246575342465,0.06470028544243578
a22b3613_c5d2d780,0,92.8,0.9,0.92,1,0.9185469150543213,0.8460115194320679,0.5754501223564148,0.3962489964815471,0.11885263206315212,0.23632345795481113,0.0,0.000847457627118644
186b3684_7c641ee8,0,52.56666666666667,0.92,0.94,1,0.938776969909668,0.8860138654708862,0.6384357213973999,0.6037373604259201,0.4731275380610572,0.4041172100918452,0.0022753128555176336,0.015815085158150853
399adbb1_92c47fad,1,131.32,0.88,0.9,1,0.8878280520439148,0.7370423078536987,0.6118442416191101,0.39883601052772094,0.25279601335558044,0.30986545351333705,0.0,0.009389671361502348
d2f007a3_3f23aaf6,1,31.933333333333334,0.94,0.96,0,0.9502458572387695,0.9033740758895874,0.571171224117279,0.6898531392348565,0.1451922018464063,0.6996494029343716,0.87,0.8775510204081632
ddf21e97_27c90c34,0,330.5,0.85,0.88,1,0.8588736057281494,0.7738059759140015,0.7966214418411255,0.37017659666349995,0.28757144603261864,0.23018191624078477,0.0,0.0008156606851549756
15fb2d1a_eb0a85fa,1,131.32,0.88,0.9,1,0.8908263444900513,0.8014665842056274,0.8786136507987976,0.6239848179531524,0.25830645239549715,0.4347084620294052,0.0,0.0078125
f519df1f_b1b0a7b6,1,20.76,0.96,0.98,1,0.9617661833763123,0.953959047794342,0.9276075959205627,0.8141049789275996,0.725684887421189,0.8141316648774289,0.08764607679465776,0.13315460232350312
58d11b31_840279f1,1,92.8,0.9,0.92,1,0.9033107757568359,0.9032169580459595,0.8413035869598389,0.5855086129092261,0.7459923285240667,0.36025742696752877,0.0016051364365971107,0.012274959083469721
a3aa1a66_c14e6458,1,131.32,0.88,0.9,1,0.8862135410308838,0.8666514158248901,0.7799208760261536,0.4504399594756793,0.2470301244536604,0.37040621169282834,0.0,0.011464968152866241
70ce201e_90483c76,1,330.5,0.85,0.88,1,0.8730753660202026,0.7577922344207764,0.5420465469360352,0.6519227582759932,0.34060561648555243,0.6241911479715831,0.08681135225375626,0.1252236135957066
24246e4d_3afc739c,0,131.32,0.88,0.9,0,0.8827512264251709,0.8438286781311035,0.6952150464057922,0.783609779677993,0.35501398651686716,0.45788564332191944,0.07875894988066826,0.0855106888361045
192408ef_56ea6a6b,1,20.76,0.96,0.98,1,0.9723448157310486,0.9485160708427429,0.8212803602218628,0.9265485739273966,0.5275126132897183,0.9044552171892273,0.39285714285714285,0.4860050890585242
51496e92_ec8038b9,1,52.56666666666667,0.92,0.94,1,0.9365536570549011,0.9196022748947144,1.0,0.9624429394806434,1.0000000000000002,0.9545997492264453,0.6503067484662577,0.7060702875399361
cec4d46c_394a3660,1,31.933333333333334,0.94,0.96,1,0.9409832954406738,0.9179519414901733,0.9492566585540771,0.8198603194623071,0.870770033864895,0.8003803894511355,0.12722170252572498,0.17507418397626112
47de8f6d_f6ce3013,1,21.96,0.98,1.01,1,0.9865942597389221,0.9380895495414734,0.5990630984306335,0.9903011825737558,0.4889604023720756,0.975095646138104,0.8852691218130312,0.9124820659971306
e802d2f9_a4a9e4be,0,52.56666666666667,0.92,0.94,1,0.9227666854858398,0.8769360780715942,0.8415542840957642,0.5989863360722605,0.3930779557818833,0.5337114183674379,0.00427715996578272,0.021484375
0fe776d2_0290d4c1,0,31.933333333333334,0.94,0.96,0,0.9559231996536255,0.8917586207389832,0.6467328071594238,0.8750901772340232,0.28154787109646146,0.8237416395499855,0.8008534850640113,0.8250728862973761
d921f381_64d5ddd0,1,330.5,0.85,0.88,1,0.8542547821998596,0.7733216881752014,0.7998287677764893,0.49474055055644084,0.3715453258262309,0.26707632521874725,0.0,0.0018148820326678765
9e95d3c5_3d4cd0f8,1,20.76,0.96,0.98,1,0.962856113910675,0.8959760665893555,0.825309157371521,0.5630649928137768,0.6119644132252267,0.44974256797568074,0.0832313341493268,0.09375
dfe7534a_e6b6f76b,0,1411.0833333333333,0.8,0.85,1,0.8383404612541199,0.785251259803772,0.6974903345108032,0.2851866397697947,0.1758968010267809,0.12803384562723658,0.0,0.0
9b946c70_bf95f771,0,3423.375,0.75,0.8,0,0.7945413589477539,0.7333035469055176,0.5254979729652405,0.22345885373183644,0.2093362312485548,0.08562811939956706,0.0,0.0
1282baa9_67140b5d,1,92.8,0.9,0.92,1,0.9117554426193237,0.9009048938751221,0.8092441558837891,0.7801376969800857,0.3507663939563417,0.7190186110190229,0.08493589743589744,0.1563573883161512
51ef2037_ec7b6781,1,21.96,0.98,1.01,1,1.0,1.0,1.0,0.9999999999999999,1.0000000000000002,1.000000000000001,0.9699248120300752,0.9811320754716981
d4d3b459_c3027d2b,0,3423.375,0.75,0.8,1,0.7523927092552185,0.7639105319976807,0.7006544470787048,0.36042655968132853,0.1611415304821224,0.17903959644922962,0.0,0.006521739130434782
9fea41cc_decda7fe,1,20.76,0.96,0.98,1,0.9666149616241455,0.9621371030807495,0.941104531288147,0.7632796920910185,0.9104519976819541,0.7366799672818326,0.14497041420118342,0.21212121212121213
f6ac14d8_cefae759,1,52.56666666666667,0.92,0.94,1,0.9286776781082153,0.8766921758651733,1.000000238418579,0.9807093852762566,1.0,0.958210104424831,0.946,0.950199203187251
86eaae14_b5a99348,0,92.8,0.9,0.92,1,0.9035990834236145,0.8480152487754822,0.30685901641845703,0.40605178661090435,0.06319357151644833,0.45102170965503174,0.027739251040221916,0.05467625899280575
f05d84a9_0f82284c,0,92.8,0.9,0.92,1,0.916305422782898,0.7592771649360657,0.5188149809837341,0.7916509010628677,0.2515995488049074,0.824704023956771,0.45876887340301975,0.5246523388116309
e4761ebb_2dda6475,1,52.56666666666667,0.92,0.94,1,0.9264321327209473,0.9150985479354858,0.8351777791976929,0.5497473165072734,0.6734874001455762,0.42881183161309633,0.005703422053231939,0.025380710659898477
ee34d4c0_5901ea1d,1,52.56666666666667,0.92,0.94,1,0.9344955682754517,0.8600196838378906,0.7661218643188477,0.6418474311932926,0.5392496650159748,0.5532572843175974,0.03436988543371522,0.05593220338983051
cd176825_026ae64b,1,31.933333333333334,0.94,0.96,1,0.9508802890777588,0.9272791147232056,0.8825021982192993,0.6809626615818607,0.7231744252154927,0.4580824045788018,0.001430615164520744,0.017366136034732273
1cb59317_f1ea3cfc,1,21.96,0.98,1.01,1,0.999435544013977,0.9993383884429932,1.0,0.998057519895096,1.0000000000000002,0.9982802453271316,0.8225352112676056,0.8389830508474576
cf1e7075_c1c79ba4,0,52.56666666666667,0.92,0.94,1,0.9297596216201782,0.8756957054138184,0.6796557307243347,0.44478069742588733,0.4177157573791935,0.2581527758219169,0.0,0.013392857142857142
0dc94be5_31665e1a,0,1411.0833333333333,0.8,0.85,1,0.8434069752693176,0.6640105843544006,0.5361515283584595,0.3307520213739325,0.18024925489845578,0.13646095065935518,0.004206098843322818,0.015521064301552107
1ca79bde_c35c2b5c,1,21.96,0.98,1.01,1,0.9871270060539246,0.9763884544372559,0.9901254177093506,0.8065032015732321,0.8765383134594286,0.7952887452988151,0.11351909184726522,0.21123595505617979
10f8dc74_33ec32e1,1,131.32,0.88,0.9,1,0.8826614618301392,0.8254119753837585,0.6476563215255737,0.3911641959620394,0.699772768580775,0.13438540094474177,0.0,0.0
757ad2d9_f03e1d29,1,131.32,0.88,0.9,1,0.8845013380050659,0.8644475340843201,0.8897924423217773,0.47731660521813946,0.31709503083277146,0.38914764165167415,0.029197080291970802,0.05255023183925812
4b1be426_86906aba,1,21.96,0.98,1.01,1,1.0,1.0000001192092896,1.0,0.9999999999999997,1.0000000000000007,0.9999999999999997,1.0,1.0
e6ff5850_439c3de6,1,31.933333333333334,0.94,0.96,0,0.946668803691864,0.9178928136825562,0.6524426341056824,0.6026393024165656,0.5422115710546382,0.5152080983646806,0.11849710982658959,0.14925373134328357
